"ID","Age","online","Grow.Palous","Grow.PN","Grow.SW","Grow.NE","Grow.SE","Grow.MW","Grow.OUS","Gender","Years","Rent","Supplier.Moscow","Supplier.Pullman","Supplier.Dwell","Supplier.Iwell","Supplier.IDK","Supplier.other","compareuse","statement","awareness","recreation","education","wildlif","energy","flood","Task","Choice","C1.1.Cost","C2.1LargR","C2.1SmallR","C2.1WasteW","C2.1GroundW","C3.1ARebate","C3.1GRebate","C3.1GRestrict","C3.1WRestrict","C4.1AqInj","C4.1Resv","C4.1NoStore","Check","Id2"
160,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,7,2,4,5,5,5,5,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,160.1
161,15,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,161.1
162,15,0,0,0,1,0,0,0,0,1,7,2,0,0,0,0,0,1,1,3,1,5,5,5,5,5,1,1,20,1,0,0,0,0,0,0,1,0,0,1,1,162.1
163,15,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0,1,0,1,5,2,7,7,7,7,7,1,0,10,1,0,0,0,0,0,0,1,0,1,0,1,163.1
164,14,0,0,1,0,0,0,0,0,2,6,2,0,0,0,1,0,0,1,6,2,7,6,7,5,5,1,0,10,0,0,1,0,1,0,0,0,0,1,0,1,164.1
165,13,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,6,4,3,3,4,5,5,1,0,5,0,0,1,0,0,0,1,0,1,0,0,1,165.1
166,9,0,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,6,2,2,2,2,5,5,1,0,20,0,1,0,0,0,0,1,0,0,1,0,1,166.1
167,9,0,0,1,0,0,0,0,1,2,6,1,0,0,0,0,0,1,1,6,3,5,6,6,5,4,1,1,20,0,0,0,1,1,0,0,0,0,0,1,1,167.1
168,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,6,2,6,6,6,0,6,1,0,10,0,0,0,1,0,0,0,1,0,1,0,1,168.1
169,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,1,7,7,7,7,7,1,0,30,1,0,0,0,0,0,1,0,1,0,0,1,169.1
170,14,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,5,2,5,5,5,6,5,1,0,30,0,1,0,0,0,0,1,0,0,1,0,1,170.1
171,14,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,7,1,5,7,7,7,7,1,0,30,1,0,0,0,1,0,0,0,1,0,0,1,171.1
172,10,0,0,1,0,0,0,0,0,2,6,2,0,0,1,1,0,0,1,7,1,7,7,7,7,7,1,1,20,0,0,1,0,1,0,0,0,0,0,1,1,172.1
173,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,4,4,3,3,3,4,5,1,0,30,1,0,0,0,1,0,0,0,0,0,1,1,173.1
174,10,0,0,0,0,1,0,0,0,2,6,2,1,0,0,0,0,0,1,7,4,7,7,7,5,3,1,1,20,0,0,0,1,1,0,0,0,0,1,0,1,174.1
175,13,0,0,0,0,0,0,0,1,2,7,2,0,0,0,0,0,1,1,6,2,6,7,7,7,2,1,0,30,0,0,1,0,0,0,1,0,0,0,1,1,175.1
176,10,0,0,1,0,0,0,0,0,2,5,2,0,0,1,0,0,0,1,0,3,6,6,6,6,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,176.1
177,14,0,0,0,1,0,0,0,0,1,7,2,0,1,0,0,0,0,1,5,3,4,4,4,6,6,1,1,10,0,0,0,1,1,0,0,0,0,1,0,1,177.1
178,14,0,0,1,0,0,0,0,0,2,6,2,0,0,0,1,0,0,1,4,2,5,5,5,2,3,1,0,30,0,0,0,1,0,1,0,0,0,1,0,1,178.1
179,14,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,7,2,7,7,7,6,7,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,179.1
180,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,2,3,3,3,4,5,1,1,30,0,0,0,1,0,0,0,1,0,0,1,1,180.1
181,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,6,4,7,6,6,7,7,1,1,20,0,1,0,0,0,0,1,0,1,0,0,1,181.1
182,8,0,1,1,0,0,0,0,0,2,7,1,0,0,1,0,0,0,1,7,2,6,7,7,6,7,1,1,30,0,0,1,0,1,0,0,0,1,0,0,1,182.1
183,14,0,1,0,0,0,1,0,0,2,7,0,0,0,1,0,0,0,1,6,3,4,4,4,7,6,1,1,30,1,0,0,0,0,0,0,1,0,1,0,1,183.1
184,10,0,0,0,0,0,0,1,0,2,5,4,0,0,0,0,0,1,1,4,3,6,6,6,5,3,1,0,30,0,0,0,1,0,0,1,0,0,1,0,1,184.1
185,15,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,6,2,6,5,6,5,5,1,0,30,0,1,0,0,0,0,0,1,1,0,0,1,185.1
186,10,0,0,0,0,0,0,1,1,3,7,2,0,0,0,0,0,1,1,5,1,4,6,4,5,4,1,1,10,0,0,1,0,0,1,0,0,1,0,0,1,186.1
187,15,0,0,1,0,0,0,0,0,1,7,2,0,0,0,1,0,0,1,5,2,5,4,4,5,5,1,1,5,1,0,0,0,1,0,0,0,1,0,0,1,187.1
188,13,0,1,0,0,0,0,0,0,3,7,2,0,0,0,0,0,1,1,0,4,6,6,6,6,7,1,1,20,0,1,0,0,1,0,0,0,0,0,1,1,188.1
189,15,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,4,3,2,3,3,3,1,1,0,10,0,0,0,1,0,0,0,1,1,0,0,1,189.1
190,13,0,0,0,0,0,0,1,0,1,7,2,0,0,0,0,0,1,1,5,3,5,5,3,4,0,1,0,10,0,0,1,0,1,0,0,0,0,0,1,1,190.1
191,13,0,0,1,0,0,0,1,0,3,6,2,0,0,0,0,0,1,1,6,4,5,6,6,6,3,1,1,10,0,0,1,0,1,0,0,0,0,1,0,1,191.1
192,14,0,0,0,0,0,1,0,0,2,5,1,1,0,0,0,0,0,1,7,3,7,2,7,4,7,1,1,20,1,0,0,0,0,1,0,0,0,1,0,1,192.1
193,8,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,7,1,7,7,7,7,7,1,0,30,0,0,0,1,0,0,1,0,0,1,0,1,193.1
194,9,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,7,2,0,7,7,7,7,1,1,5,0,0,1,0,0,0,0,1,1,0,0,1,194.1
195,15,0,0,0,0,0,0,1,0,3,7,2,0,1,0,0,0,0,1,0,3,5,5,6,4,5,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,195.1
196,15,0,1,0,0,0,0,0,0,2,7,1,0,0,0,0,1,0,1,3,1,5,4,4,6,6,1,0,20,0,0,0,1,0,1,0,0,0,0,1,1,196.1
197,13,0,0,1,0,0,0,0,0,3,7,2,0,0,0,0,0,1,1,7,2,3,4,6,6,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,197.1
198,13,0,0,1,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,5,1,6,5,6,5,5,1,1,20,1,0,0,0,0,0,0,1,0,1,0,1,198.1
199,14,0,0,0,0,1,0,0,0,1,7,2,0,0,1,0,0,0,1,0,3,0,7,7,7,7,1,1,20,0,0,1,0,0,0,1,0,0,0,1,1,199.1
200,9,0,0,1,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,4,1,4,4,3,4,5,1,0,30,1,0,0,0,1,0,0,0,1,0,0,1,200.1
201,15,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,0,3,6,5,7,7,7,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,201.1
202,8,0,1,1,0,0,0,0,0,2,4,2,0,0,1,0,0,0,1,7,2,5,7,7,6,6,1,0,30,0,0,0,1,0,1,0,0,0,1,0,1,202.1
203,10,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,3,6,5,7,6,6,1,1,20,0,0,1,0,1,0,0,0,1,0,0,1,203.1
204,13,0,1,0,0,0,1,0,0,2,7,2,0,0,1,0,0,0,1,7,3,7,0,7,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,204.1
205,13,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,2,3,3,3,3,3,3,1,1,5,0,0,1,0,0,0,1,0,0,0,1,1,205.1
206,9,0,1,0,0,0,0,0,0,1,6,2,0,0,0,0,0,1,1,7,1,7,5,7,6,6,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,206.1
207,9,0,1,0,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,6,1,7,5,5,5,7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,207.1
208,9,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,3,3,4,3,4,5,1,1,5,0,0,1,0,1,0,0,0,0,1,0,1,208.1
209,15,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,2,6,5,6,5,6,1,1,10,0,1,0,0,0,1,0,0,0,1,0,1,209.1
210,15,0,0,1,0,0,0,0,0,3,5,2,0,0,1,1,0,0,1,0,4,6,5,6,6,7,1,1,5,1,0,0,0,0,1,0,0,1,0,0,1,210.1
211,13,0,0,0,0,1,0,0,0,2,6,1,0,1,0,0,0,0,1,7,3,7,7,7,7,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,211.1
212,13,0,0,1,0,0,0,1,0,2,4,1,0,0,1,1,0,0,1,0,3,7,5,7,7,7,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,212.1
213,13,0,1,0,0,0,1,0,0,2,7,4,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,1,0,0,1,1,213.1
214,9,0,1,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1,1,0,1,6,6,6,6,6,1,0,20,0,0,0,1,1,0,0,0,0,1,0,1,214.1
215,15,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,1,1,7,3,5,7,7,7,7,1,1,20,0,1,0,0,1,0,0,0,1,0,0,1,215.1
216,10,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,7,3,6,5,6,5,5,1,1,5,0,0,1,0,1,0,0,0,1,0,0,1,216.1
217,15,0,0,1,0,0,0,0,0,1,6,2,0,0,1,0,0,0,1,7,3,7,7,7,7,7,1,1,10,0,0,0,1,0,0,0,1,0,0,1,1,217.1
218,9,0,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,1,1,6,2,5,4,7,3,5,1,1,5,0,0,1,0,1,0,0,0,1,0,0,1,218.1
219,9,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,1,1,7,3,4,3,6,6,5,1,0,30,0,0,0,1,1,0,0,0,1,0,0,1,219.1
220,14,0,1,0,0,0,0,0,0,3,6,2,0,0,1,0,0,0,1,0,2,5,6,7,5,0,1,1,10,0,0,1,0,0,0,1,0,0,1,0,1,220.1
221,15,0,0,1,0,0,0,0,0,1,7,2,0,0,1,1,0,0,1,5,3,5,6,6,6,6,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,221.1
222,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,0,1,6,3,6,3,6,1,1,20,0,1,0,0,0,1,0,0,0,1,0,1,222.1
223,15,0,0,0,1,0,0,0,0,2,5,1,1,0,0,0,0,0,1,7,3,7,7,7,5,7,1,0,30,0,0,1,0,0,1,0,0,0,0,1,1,223.1
224,8,0,0,1,0,0,0,0,0,2,7,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,1,0,10,0,0,1,0,1,0,0,0,0,0,1,1,224.1
225,8,0,0,0,0,1,0,0,0,1,4,2,0,1,0,0,0,0,1,5,1,7,7,5,6,7,1,1,20,0,0,0,1,0,0,1,0,0,0,1,1,225.1
226,10,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,6,1,7,7,7,7,7,1,1,5,0,0,1,0,0,1,0,0,0,1,0,1,226.1
227,15,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,1,5,1,6,5,5,5,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,227.1
228,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,5,3,2,5,4,4,2,1,0,10,0,0,0,1,0,0,0,1,0,1,0,1,228.1
229,13,0,0,0,0,0,1,0,0,2,4,1,0,1,0,0,0,0,1,0,2,3,3,3,3,5,1,1,20,1,0,0,0,0,0,0,1,0,1,0,1,229.1
230,13,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,2,6,6,6,5,4,1,0,30,0,1,0,0,0,0,1,0,1,0,0,1,230.1
231,15,0,1,0,0,0,0,0,0,1,7,1,0,0,1,1,0,0,1,6,3,2,3,5,3,3,1,0,20,0,1,0,0,0,0,0,1,0,1,0,1,231.1
232,13,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,3,1,4,6,3,4,1,1,20,0,1,0,0,1,0,0,0,0,1,0,1,232.1
233,9,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,2,3,1,4,2,1,1,0,10,0,0,1,0,0,0,1,0,1,0,0,1,233.1
234,13,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,4,2,5,5,5,5,4,1,0,10,1,0,0,0,0,1,0,0,0,1,0,1,234.1
235,10,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,1,7,1,7,7,7,6,7,1,1,5,0,0,1,0,0,1,0,0,0,1,0,1,235.1
236,10,0,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,0,1,5,2,7,5,7,7,6,1,0,30,0,0,1,0,1,0,0,0,0,0,1,1,236.1
237,10,0,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,1,1,4,2,7,6,7,7,7,1,0,30,0,1,0,0,0,0,1,0,1,0,0,1,237.1
238,14,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,7,3,7,7,7,7,7,1,1,20,0,1,0,0,0,0,1,0,1,0,0,1,238.1
239,14,0,0,0,0,0,0,1,0,2,5,4,0,0,0,0,0,0,1,3,3,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,239.1
240,13,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,6,4,0,0,0,0,0,1,1,20,0,0,0,1,0,0,1,0,0,0,1,1,240.1
241,9,0,1,0,0,1,0,0,0,2,6,1,0,1,0,0,0,0,1,6,1,7,7,7,7,7,1,1,20,0,1,0,0,0,0,1,0,0,1,0,1,241.1
242,14,0,1,0,0,0,0,1,0,1,7,2,0,0,0,0,0,1,1,5,3,6,6,6,6,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,242.1
243,10,0,0,1,0,0,0,0,0,2,6,2,0,1,0,0,0,0,1,5,1,5,5,5,5,5,1,1,30,0,1,0,0,0,0,0,1,1,0,0,1,243.1
244,14,0,0,1,0,0,0,0,0,2,5,2,0,1,0,0,0,0,1,7,2,4,5,6,5,1,1,0,20,0,0,0,1,0,0,0,1,0,0,1,1,244.1
245,13,0,1,0,0,0,1,0,0,1,7,2,0,0,0,0,0,1,1,6,2,5,5,4,4,4,1,0,5,0,1,0,0,0,1,0,0,0,0,1,1,245.1
246,9,0,1,1,0,0,0,0,0,2,6,1,0,0,1,0,0,0,1,7,1,7,7,4,7,7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,246.1
247,10,0,0,0,0,0,0,0,1,2,5,2,0,1,0,0,0,0,1,6,1,5,5,7,6,6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,247.1
248,9,0,1,1,0,0,0,0,0,1,4,2,0,1,0,0,0,0,1,5,2,6,5,7,5,6,1,1,5,0,0,1,0,0,0,0,1,1,0,0,1,248.1
249,14,0,0,1,0,0,0,1,0,1,7,2,0,0,1,0,0,0,1,7,3,2,2,4,5,5,1,1,5,0,0,1,0,1,0,0,0,0,1,0,1,249.1
250,14,0,0,0,0,0,0,1,0,2,4,1,0,1,0,0,1,0,1,7,3,7,7,7,7,7,1,0,5,1,0,0,0,0,0,1,0,1,0,0,1,250.1
251,14,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,6,3,5,5,5,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,251.1
252,13,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,3,2,3,3,3,4,3,1,0,5,1,0,0,0,1,0,0,0,0,0,1,1,252.1
253,9,0,1,0,0,0,0,0,0,2,7,4,0,0,0,0,0,1,1,7,1,7,7,7,7,7,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,253.1
254,14,0,0,0,0,1,0,0,0,1,4,2,0,0,0,0,0,1,1,6,3,3,4,4,4,5,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,254.1
255,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,7,2,7,7,7,4,7,1,1,5,0,1,0,0,0,0,0,1,0,1,0,1,255.1
256,10,0,1,0,0,0,0,0,0,1,5,2,0,1,0,0,0,0,1,0,2,5,5,6,7,7,1,1,5,1,0,0,0,0,0,0,1,0,1,0,1,256.1
257,13,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,4,7,4,4,4,5,1,0,5,1,0,0,0,0,0,1,0,0,0,1,1,257.1
258,10,0,0,1,0,0,0,0,1,2,4,1,0,0,1,0,0,0,1,7,1,7,7,7,7,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,258.1
259,10,0,0,1,0,0,0,0,0,1,7,1,0,0,1,1,0,0,1,7,2,4,4,5,5,2,1,0,10,0,1,0,0,0,1,0,0,0,0,1,1,259.1
260,14,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,4,1,3,3,5,3,4,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,260.1
261,13,0,1,0,0,0,0,1,0,1,7,2,0,1,0,0,0,0,1,7,4,3,4,3,6,5,1,1,10,1,0,0,0,0,1,0,0,0,1,0,1,261.1
262,13,0,0,1,0,0,0,0,0,2,4,2,0,1,0,0,0,0,1,7,2,6,7,7,4,7,1,1,30,1,0,0,0,1,0,0,0,1,0,0,1,262.1
263,15,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,5,2,6,5,6,6,6,1,0,10,0,0,0,1,1,0,0,0,1,0,0,1,263.1
264,14,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,7,2,4,1,7,4,0,1,1,10,0,0,1,0,0,1,0,0,1,0,0,1,264.1
265,14,0,0,1,0,1,0,1,0,1,4,2,0,0,1,0,0,0,1,3,4,4,5,4,4,5,1,1,20,0,0,1,0,0,0,0,1,0,1,0,1,265.1
266,15,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,3,5,5,5,5,5,1,0,30,0,0,1,0,0,0,0,1,0,0,1,1,266.1
267,15,0,0,1,0,0,0,0,0,2,4,2,0,0,1,0,0,0,1,7,2,5,6,5,7,6,1,1,20,0,0,1,0,0,1,0,0,0,1,0,1,267.1
268,15,0,1,0,0,0,0,0,0,1,7,2,0,0,1,1,0,0,1,7,3,3,5,7,6,1,1,1,5,0,1,0,0,0,0,0,1,0,0,1,1,268.1
269,15,0,0,1,0,0,0,1,0,1,7,2,1,0,0,0,0,0,1,0,4,5,5,4,6,5,1,0,5,0,0,0,1,0,0,0,1,0,1,0,1,269.1
270,15,0,1,0,0,0,0,0,0,1,7,2,1,0,0,0,1,0,1,6,3,6,6,5,6,6,1,1,10,1,0,0,0,1,0,0,0,0,1,0,1,270.1
271,9,0,0,1,0,0,0,0,0,2,4,4,0,0,0,0,1,0,1,7,3,7,7,7,7,0,1,0,20,1,0,0,0,0,1,0,0,0,0,1,1,271.1
272,15,0,0,1,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,0,3,5,2,5,3,5,1,1,5,0,1,0,0,0,0,0,1,0,0,1,1,272.1
273,10,0,0,1,0,0,0,0,0,2,6,2,0,1,0,0,0,0,1,7,3,2,3,6,5,6,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,273.1
274,10,0,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,6,5,7,6,6,1,1,10,1,0,0,0,1,0,0,0,1,0,0,1,274.1
275,13,0,0,1,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,7,2,7,7,7,7,7,1,1,10,0,1,0,0,1,0,0,0,1,0,0,1,275.1
276,8,0,0,1,0,0,0,0,0,2,3,1,1,0,0,1,0,0,1,7,2,7,7,7,7,7,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,276.1
277,13,0,0,0,1,0,0,0,0,2,7,1,1,0,0,0,0,0,1,7,3,7,7,7,7,7,1,1,5,1,0,0,0,0,1,0,0,1,0,0,1,277.1
278,9,0,0,0,1,0,0,0,0,2,3,2,1,0,0,0,0,0,1,5,2,7,7,7,7,7,1,0,30,0,0,0,1,1,0,0,0,1,0,0,1,278.1
279,8,0,1,0,0,0,0,0,0,2,7,4,0,0,1,1,0,0,1,3,3,5,4,5,4,7,1,1,5,0,1,0,0,0,0,0,1,1,0,0,1,279.1
280,15,0,0,0,0,0,0,1,0,1,7,2,0,0,1,0,0,0,1,6,4,3,6,6,4,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,280.1
281,9,0,1,0,0,0,0,0,0,2,7,2,0,0,0,1,0,0,1,0,2,3,5,4,3,3,1,0,5,0,1,0,0,1,0,0,0,0,0,1,1,281.1
282,10,0,0,1,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,3,0,0,0,7,0,1,1,30,0,0,0,1,0,0,1,0,0,0,1,1,282.1
283,14,0,0,0,0,1,0,0,0,1,7,2,0,0,0,0,1,1,1,0,2,7,7,7,7,7,1,1,20,0,0,1,0,0,0,0,1,0,1,0,1,283.1
284,15,0,0,0,0,0,1,0,0,1,7,2,0,0,1,0,0,0,1,6,2,7,0,7,1,1,1,1,5,1,0,0,0,0,0,0,1,1,0,0,1,284.1
285,13,0,0,1,0,0,0,0,0,3,7,1,1,0,0,0,0,0,1,4,3,4,4,6,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,285.1
286,13,0,0,1,0,0,0,0,0,2,7,4,0,0,0,0,0,1,1,4,4,4,0,0,6,0,1,0,10,0,1,0,0,1,0,0,0,0,1,0,1,286.1
287,13,0,0,0,0,1,0,0,1,2,6,2,1,0,0,0,0,0,1,6,3,1,6,6,6,6,1,0,10,1,0,0,0,0,1,0,0,0,0,1,1,287.1
288,15,0,0,1,0,0,0,0,1,1,2,2,0,0,1,0,0,1,1,0,3,4,4,4,4,4,1,0,10,1,0,0,0,0,1,0,0,1,0,0,1,288.1
289,14,0,0,0,0,0,0,1,0,1,6,2,1,0,0,0,0,0,1,6,1,7,6,6,5,6,1,0,10,0,1,0,0,1,0,0,0,0,0,1,1,289.1
290,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,1,1,1,7,3,7,7,7,7,7,1,0,10,0,0,1,0,0,0,0,1,0,1,0,1,290.1
291,15,0,1,0,0,0,0,0,0,3,6,2,0,0,1,0,0,0,1,6,4,6,3,0,5,6,1,1,5,1,0,0,0,0,0,1,0,0,0,1,1,291.1
292,14,0,0,0,1,0,0,0,0,1,4,2,1,0,0,0,0,0,1,7,3,4,7,4,7,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,292.1
293,14,0,1,1,0,0,1,0,0,2,7,2,0,0,1,0,0,0,1,7,4,5,7,5,7,7,1,1,5,1,0,0,0,0,1,0,0,0,1,0,1,293.1
294,10,0,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,1,1,7,4,2,3,5,6,5,1,1,10,1,0,0,0,0,0,1,0,1,0,0,1,294.1
295,15,0,0,0,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,7,3,7,7,7,7,7,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,295.1
296,14,0,1,1,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,6,1,5,3,6,7,6,1,1,30,0,1,0,0,0,0,1,0,1,0,0,1,296.1
297,15,0,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,7,2,7,6,7,7,5,1,1,5,1,0,0,0,1,0,0,0,1,0,0,1,297.1
298,10,0,0,0,0,0,0,1,0,1,7,2,1,0,0,0,0,0,1,0,3,6,3,5,3,4,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,298.1
299,8,0,1,0,0,0,0,0,0,1,6,4,0,0,0,0,0,1,1,6,2,1,1,4,6,2,1,1,20,0,0,1,0,1,0,0,0,1,0,0,1,299.1
300,13,0,0,0,1,0,0,0,0,1,5,2,0,0,1,0,0,0,1,0,2,5,4,6,6,7,1,0,5,1,0,0,0,0,0,1,0,0,0,1,1,300.1
301,14,0,0,1,0,0,1,0,0,2,6,4,0,1,0,0,0,1,1,0,2,5,7,5,7,6,1,1,20,0,0,0,1,1,0,0,0,1,0,0,1,301.1
302,13,0,1,0,0,0,1,0,0,1,7,2,0,0,1,0,0,0,1,2,3,2,3,5,4,2,1,1,30,1,0,0,0,0,0,0,1,0,0,1,1,302.1
303,9,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,1,3,1,6,1,3,1,1,1,1,5,0,0,1,0,1,0,0,0,1,0,0,1,303.1
304,14,0,0,0,1,0,0,0,0,2,3,1,0,1,0,0,0,0,1,0,2,6,6,6,6,6,1,1,5,0,0,0,1,1,0,0,0,0,0,1,1,304.1
305,15,0,1,0,0,0,0,0,0,3,6,2,1,0,0,0,0,0,1,6,3,0,4,6,2,2,1,1,5,0,0,0,1,0,0,1,0,1,0,0,1,305.1
306,8,0,1,0,0,0,0,0,0,2,5,4,0,1,0,0,0,0,1,7,3,2,7,6,7,6,1,0,20,1,0,0,0,0,1,0,0,1,0,0,1,306.1
308,15,0,0,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,5,2,5,3,4,2,1,1,1,10,1,0,0,0,0,0,0,1,1,0,0,1,308.1
309,15,0,0,0,0,0,0,1,0,2,5,2,1,0,0,0,0,0,1,0,4,0,7,7,7,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,309.1
310,10,0,0,0,0,1,0,0,1,2,4,1,1,0,0,0,0,0,1,7,1,3,3,4,5,5,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,310.1
311,13,0,0,0,0,1,0,0,1,1,7,2,1,0,1,0,0,0,1,7,2,5,7,7,4,7,1,1,20,1,0,0,0,0,1,0,0,0,0,1,1,311.1
312,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,2,4,6,6,7,3,1,0,30,0,0,1,0,0,0,1,0,1,0,0,1,312.1
313,9,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,7,3,3,6,5,4,7,1,1,5,0,1,0,0,0,1,0,0,0,0,1,1,313.1
314,9,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,6,2,3,7,6,6,5,1,0,20,0,0,0,1,0,0,1,0,0,0,1,1,314.1
315,9,0,0,0,0,0,0,1,0,1,4,2,1,0,0,0,0,0,1,7,2,0,4,5,7,5,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,315.1
